,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Luxury,Price_per_sqft,Neighborhood_Avg_Price,price_diff,area_rank,avg_area,price_per_sqft,TotalSF,overall_score,premium_flag,price_segment,area_segment,quality_segment
1246,1250,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,876,GasA,TA,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1950.0,Unf,1,276,TA,TA,Y,0,80,0,0,0,0,0,5,2007,WD,Normal,119000,0,120.44534412955466,145847.08,-26847.079999999987,46.0,1310.3111111111111,120.44534412955466,1864,4940,0,Low,Small,Medium
1247,1251,20,RL,93.0,11160,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,2110,GasA,Ex,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,244000,0,115.63981042654028,145847.08,98152.92,211.0,1310.3111111111111,115.63981042654028,4220,14770,1,High,Large,Medium
1248,1252,120,RL,88.5,3136,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,1405,GasA,Ex,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,2,478,TA,TA,Y,148,36,0,0,0,0,0,3,2006,WD,Normal,171750,0,122.24199288256229,316270.6233766234,-144520.62337662338,12.0,1915.948051948052,122.24199288256229,2810,9835,0,Medium,Medium,Medium
1249,1253,20,RL,62.0,9858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,864,GasA,TA,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1968.0,RFn,1,288,TA,TA,Y,33,0,0,0,0,0,600,11,2009,WD,Normal,130000,0,148.74141876430207,156270.1224489796,-26270.122448979582,7.0,1294.204081632653,148.74141876430207,1738,4370,0,Low,Small,Medium
1250,1254,60,RL,68.0,17542,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,GasA,TA,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,1974.0,RFn,2,518,TA,TA,Y,220,47,0,0,0,0,0,7,2007,WD,Normal,294000,0,135.67143516382097,238772.7272727273,55227.272727272735,11.0,1539.6363636363635,135.67143516382097,3359,15169,1,High,Large,Medium
1251,1255,60,RL,60.0,6931,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,746,GasA,Ex,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,397,TA,TA,Y,178,128,0,0,0,0,0,7,2008,WD,Normal,165400,0,99.8792270531401,127318.57142857143,38081.428571428565,81.0,1262.1020408163265,99.8792270531401,2402,11592,1,Medium,Medium,Medium
1252,1256,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,884,GasA,TA,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1978.0,Unf,1,560,TA,TA,Y,0,0,0,0,120,0,0,11,2007,WD,Normal,127500,0,93.2699341623994,124834.05172413791,2665.9482758620725,40.0,1203.0689655172414,93.2699341623994,2251,8202,1,Low,Medium,Medium
1253,1257,20,RL,91.0,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986,GasA,Ex,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,691,TA,TA,Y,262,36,0,0,0,0,0,8,2008,WD,Normal,301500,1,151.7362858580775,314028.41025641025,-12528.41025641025,7.0,2412.076923076923,151.7362858580775,3973,15896,0,High,Large,High
1254,1258,30,RL,56.0,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,,,0.0,,0,0,,,Y,0,96,0,0,0,0,0,7,2009,WD,Normal,99900,0,115.625,127318.57142857143,-27418.571428571435,13.0,1262.1020408163265,115.625,1728,4320,0,Low,Small,Medium
1255,1259,80,RL,59.0,9587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,856,GasA,Ex,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2005.0,Fin,2,400,TA,TA,Y,212,0,0,0,0,0,0,7,2008,WD,Normal,190000,0,162.95025728987994,192854.50632911397,-2854.5063291139377,3.0,1641.3164556962026,162.95025728987994,2022,8162,0,Medium,Small,Medium
1256,1260,20,RL,65.0,9750,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,1054,GasA,Gd,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1969.0,Unf,2,460,TA,TA,Y,180,0,0,0,80,0,0,7,2008,WD,Normal,151000,0,143.2637571157495,145847.08,5152.920000000013,70.5,1310.3111111111111,143.2637571157495,2108,6324,1,Medium,Small,Medium
1257,1261,60,RL,65.0,24682,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,841,GasA,Ex,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2,502,TA,TA,Y,0,103,0,0,0,0,0,6,2009,WD,Normal,181000,0,108.05970149253731,192854.50632911397,-11854.506329113938,51.0,1641.3164556962026,108.05970149253731,2516,10050,0,Medium,Large,Medium
1258,1262,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,1050,GasA,Gd,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,128900,0,122.76190476190476,145847.08,-16947.079999999987,65.5,1310.3111111111111,122.76190476190476,2100,5250,0,Low,Small,Medium
1259,1263,50,RL,80.0,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,1104,GasA,Ex,Y,FuseA,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1957.0,Unf,1,304,TA,TA,Y,120,0,0,0,0,0,0,11,2009,WD,Normal,161500,0,90.32438478747204,212565.42857142855,-51065.42857142858,15.0,1788.107142857143,90.32438478747204,2892,7152,0,Medium,Large,Low
1260,1264,70,RL,60.0,13515,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940.0,Unf,2,520,TA,TA,N,0,0,126,0,0,0,0,7,2007,WD,Normal,180500,0,98.95833333333331,124834.05172413791,55665.94827586207,55.0,1203.0689655172414,98.95833333333331,2588,10944,1,Medium,Large,Medium
1261,1265,120,RH,34.0,4060,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,1405,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1998.0,Fin,2,511,TA,TA,Y,144,68,0,0,0,0,0,8,2008,COD,Abnorml,181000,0,135.37771129394167,145847.08,35152.92000000001,143.0,1310.3111111111111,135.37771129394167,2742,8022,1,Medium,Medium,Medium
1262,1266,160,FV,35.0,3735,Pave,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,691,GasA,Ex,Y,SBrkr,713,739,0,1452,1,0,2,1,3,1,Gd,6,Typ,0,,Detchd,1999.0,Unf,2,506,TA,TA,Y,0,34,0,0,0,0,0,3,2006,WD,Normal,183900,0,126.65289256198348,225379.83720930232,-41479.83720930232,28.0,1596.6511627906978,126.65289256198348,2143,10164,0,Medium,Medium,Medium
1263,1267,190,RM,60.0,10120,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,925,GasA,TA,N,FuseF,964,925,0,1889,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1,308,TA,TA,N,0,0,264,0,0,0,0,1,2007,WD,Normal,122000,0,64.58443620963473,128225.30088495577,-6225.300884955752,92.0,1479.725663716814,64.58443620963473,2814,13223,0,Low,Large,Medium
1264,1268,20,RL,89.0,13214,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,BrkFace,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,GasA,Ex,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3,746,TA,TA,Y,144,76,0,0,0,0,0,5,2010,WD,Normal,378500,1,187.5619425173439,242247.44736842104,136252.55263157896,31.0,1749.3684210526317,187.5619425173439,4020,18162,1,High,Large,High
1265,1269,50,RL,74.0,14100,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,728,GasA,Ex,Y,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,1014,TA,TA,Y,314,12,0,0,0,0,0,5,2008,WD,Normal,381000,1,110.53089643167972,210624.72549019608,170375.27450980392,51.0,1791.6078431372548,110.53089643167972,4175,27576,1,High,Large,High
1266,1270,50,RL,78.0,11344,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,874,GasW,TA,Y,FuseA,874,650,0,1524,0,0,1,1,3,1,TA,7,Typ,0,,Attchd,1958.0,Unf,1,315,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,144000,0,94.48818897637796,145847.08,-1847.0799999999872,174.0,1310.3111111111111,94.48818897637796,2398,7620,0,Medium,Medium,Medium
1267,1271,40,RL,80.0,23595,Pave,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,GasA,TA,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2,586,TA,TA,Y,268,0,0,0,0,0,0,4,2010,WD,Normal,260000,0,170.60367454068242,212565.42857142855,47434.57142857142,9.0,1788.107142857143,170.60367454068242,2856,10668,1,High,Medium,Medium
1268,1272,20,RL,80.0,9156,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,1489,GasA,Gd,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2,462,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,185750,0,124.74815312290129,189050.0684931507,-3300.0684931506985,24.0,1727.7808219178082,124.74815312290129,2978,8934,0,Medium,Medium,Medium
1269,1273,20,RL,71.0,13526,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,935,GasA,TA,Y,SBrkr,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1965.0,Unf,1,288,TA,TA,Y,180,0,0,0,0,0,0,11,2006,WD,Normal,137000,0,146.524064171123,136793.13513513515,206.86486486485228,18.0,1215.1351351351352,146.524064171123,1870,4675,1,Low,Small,Medium
1270,1274,80,RL,124.0,11512,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,1019,GasA,Gd,Y,SBrkr,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,312,TA,TA,Y,0,0,0,0,163,0,0,5,2008,WD,Normal,177000,0,130.43478260869566,127318.57142857143,49681.428571428565,65.0,1262.1020408163265,130.43478260869566,2376,8142,1,Medium,Medium,Medium
1271,1275,50,RL,53.0,5362,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,661,GasA,Ex,Y,SBrkr,661,589,0,1250,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,552,TA,TA,Y,242,0,81,0,0,0,0,11,2007,WD,Normal,139000,0,111.2,210624.72549019608,-71624.72549019608,7.0,1791.6078431372548,111.2,1911,6250,0,Low,Medium,Medium
1272,1276,90,RL,95.0,11345,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,928,GasA,Gd,Y,FuseA,928,992,0,1920,0,0,2,0,4,2,TA,10,Typ,0,,Detchd,1948.0,Unf,2,400,TA,Fa,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,137000,0,71.35416666666667,145847.08,-8847.079999999987,206.0,1310.3111111111111,71.35416666666667,2848,9600,0,Low,Large,Medium
1273,1277,60,RL,80.0,12936,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,723,GasA,TA,Y,SBrkr,735,660,0,1395,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2,497,TA,TA,Y,294,116,0,0,0,0,0,12,2009,WD,Normal,162000,0,116.12903225806453,189050.0684931507,-27050.0684931507,16.0,1727.7808219178082,116.12903225806453,2118,8370,0,Medium,Medium,Medium
1274,1278,80,RL,80.0,17871,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,GasA,Fa,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2,480,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,197900,0,114.79118329466355,189050.0684931507,8849.931506849302,44.0,1727.7808219178082,114.79118329466355,3404,10344,1,High,Large,Medium
1275,1279,60,RL,75.0,9473,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,1128,GasA,Ex,Y,SBrkr,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,577,TA,TA,Y,0,211,0,0,0,0,0,3,2008,WD,Normal,237000,0,116.69128508124076,197965.77333333332,39034.226666666655,138.5,1480.5,116.69128508124076,3159,16248,1,High,Large,High
1276,1280,50,C (all),60.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,GasA,TA,Y,FuseA,698,430,0,1128,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1980.0,RFn,2,528,TA,TA,Y,30,0,164,0,0,0,0,4,2010,COD,Abnorml,68400,0,60.63829787234042,100123.7837837838,-31723.783783783787,19.0,1142.2972972972973,60.63829787234042,1826,4512,0,Low,Small,Low
1277,1281,20,RL,67.0,9808,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,1573,GasA,Ex,Y,SBrkr,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,2,544,TA,TA,Y,0,72,0,0,0,0,0,3,2009,WD,Normal,227000,0,144.31023521932613,197965.77333333332,29034.22666666665,83.0,1480.5,144.31023521932613,3146,11011,1,High,Medium,Medium
1278,1282,20,RL,50.0,8049,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,1309,GasA,TA,Y,SBrkr,1339,0,0,1339,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,484,Gd,Gd,Y,0,58,0,0,90,0,0,7,2006,WD,Normal,180000,0,134.42867811799852,242247.44736842104,-62247.44736842104,5.0,1749.3684210526317,134.42867811799852,2648,9373,0,Medium,Medium,Medium
1279,1283,20,RL,61.0,8800,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0,0,0,288,0,0,9,2009,WD,Normal,150500,0,144.71153846153845,197965.77333333332,-47465.77333333335,36.0,1480.5,144.71153846153845,2080,5200,0,Medium,Small,Medium
1280,1284,90,RL,94.0,9400,Pave,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,912,GasA,TA,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,,,0.0,,0,0,,,Y,128,0,0,0,0,0,0,4,2010,WD,Normal,139000,0,76.20614035087719,156270.1224489796,-17270.122448979586,45.0,1294.204081632653,76.20614035087719,2736,10944,0,Low,Large,Medium
1281,1285,50,RL,50.0,9638,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,804,GasA,Ex,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,336,TA,TA,Y,272,0,42,0,116,0,0,3,2010,WD,Normal,169000,0,69.06416019615857,142591.36,26408.64000000001,22.0,1801.24,69.06416019615857,3251,14682,1,Medium,Large,Medium
1282,1286,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Ex,Y,FuseF,825,587,0,1412,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,280,TA,TA,Y,45,0,0,0,0,0,0,5,2009,WD,Normal,132500,0,93.83852691218132,124834.05172413791,7665.948275862072,42.0,1203.0689655172414,93.83852691218132,2192,8472,1,Low,Medium,Medium
1283,1287,20,RL,80.0,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,1328,GasA,TA,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2,528,TA,TA,Y,0,26,0,0,0,0,0,6,2010,WD,Normal,143000,0,107.68072289156626,189050.0684931507,-46050.0684931507,10.0,1727.7808219178082,107.68072289156626,2656,7968,0,Medium,Medium,Medium
1284,1288,20,RL,80.0,36500,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,1624,GasA,Fa,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,TA,7,Typ,0,,Attchd,1964.0,Unf,2,390,TA,TA,N,168,198,0,0,0,0,0,6,2006,WD,Normal,190000,0,120.10113780025284,212565.42857142855,-22565.42857142858,11.0,1788.107142857143,120.10113780025284,3206,7910,0,Medium,Medium,Medium
1285,1289,120,RL,40.0,5664,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,1501,GasA,Ex,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2,499,TA,TA,Y,212,59,0,0,0,0,0,10,2009,WD,Normal,278000,0,167.5708257986739,310499.0,-32499.0,12.0,1879.08,167.5708257986739,3160,13272,0,High,Medium,High
1286,1290,60,RL,86.0,11065,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,GasA,Ex,Y,SBrkr,1120,850,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,753,TA,TA,Y,177,74,0,0,0,0,0,10,2006,New,Partial,281000,0,142.63959390862945,316270.6233766234,-35270.62337662338,45.0,1915.948051948052,142.63959390862945,3055,15760,0,High,Large,High
